Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame; GC Alloc Total (bytes); GC Alloc Count; GC Alloc Mean (bytes); GC Alloc Median (bytes); GC Alloc Min (bytes); GC Alloc Max (bytes); GC Alloc Lower Quartile (bytes); GC Alloc Upper Quartile (bytes); GC Alloc Median Frame Index; GC Alloc Min Frame Index; GC Alloc Max Frame Index
"Overlaps";0;0;0;3582;2583;2583;4;5;0;0;0;0;3814;2;1;2;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Particle Queries";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Physics Queries";0;0;0;3582;2583;2583;4;5;0;0;0;0;3814;2;1;2;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Physics Used Memory";0;0;0;3582;2583;2583;4;5;0;0;0;0;3814;2;1;2;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Physics Used Memory (2D)";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Pick All";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Prepare Render";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Profiler Reserved Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Profiler Used Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Raycast Queries";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Removed Contacts";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Render Panels";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Render Textures Bytes";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Render Textures Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Repaint Version Changes";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Rigidbodies Synced";0;0;0;3582;2583;2583;4;5;0;0;0;0;3814;2;1;2;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Runtime Bindings";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Scene Object Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"ScheduleAllocJob";0;0;0;3582;2583;2583;7;10;0;0;0;0;6000;3;3;3;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"ScheduleJob";0;0;0;3582;2583;2583;2;13;0;0;0;0;19456;10;8;14;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Shadow Casters Draw Calls";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Shadow Textures";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Shadow Triangles";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Shapecast Queries";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Solver Continuous Islands";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Solver Discrete Islands";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Solver Simulation Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Solver World Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Sprite Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"SpriteAtlas Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"SpriteAtlases rendered";0;0;0;3582;2583;2583;7;7;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Sprites rendered";0;0;0;3582;2583;2583;7;7;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Static Bodies";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Static Colliders";0;0;0;3582;2583;2583;4;5;0;0;0;0;3814;2;1;2;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Static Shapes";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"System Total Used Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"System Used Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Texture Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Texture Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Tilemap Chunks rendered";0;0;0;3582;2583;2583;7;7;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Tilemap Meshes rendered";0;0;0;3582;2583;2583;7;7;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Tilemaps rendered";0;0;0;3582;2583;2583;7;7;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Bodies";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Callbacks";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Contacts";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Joints";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Queries";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Reserved Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Shapes";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Transform Sync Calls";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Total Used Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Transform Parent Sync Bodies";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Transform Parent Sync Colliders";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Transform Sync Bodies";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Transform Sync Colliders";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Trigger Enter";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Trigger Exit";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Trigger Overlaps";0;0;0;3582;2583;2583;4;5;0;0;0;0;5628;3;1;3;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Trigger Stay";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Update Animation";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Update Layout";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Update Style";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Vertices Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Video Reserved Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"Video Used Memory";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"VisualElement Count";0;0;0;3582;2583;2583;5;5;0;0;0;0;2000;1;1;1;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"WaitForCompleted";0;0;0;3582;2583;2583;3;12;0;0;0;0;440547;220;219;222;2000;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3582;2583;2583
"BeginJob";0;0;0;3583;2583;2583;4;13;0;0;0;0;12625;5;1;20;1956;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3583;2583;2583
"EndJob";0;0;0;3583;2583;2583;4;13;0;0;0;0;12625;5;1;20;1956;2583;0;0;2583;2583;0;0;0;0;0;0;0;0;0;3583;2583;2583
